"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"1105",1,1,0,0,0,0,0,0,1,0,-1
"1106",0,1,0,1,1,0,0,0,0,1,1
"1107",0,0,0,0,1,0,0,0,0,1,1
"1108",0,0,0,0,0,0,0,1,0,1,1
"1109",0,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0,0,0,0,0,0,0,0,0
"1111",0,0,0,0,1,0,0,1,0,2,2
"1112",0,2,0,1,1,0,1,1,0,1,1
"1113",0,1,0,0,1,0,1,0,0,1,1
"1114",0,1,0,0,0,0,0,0,1,0,-1
"1115",0,0,0,0,0,0,0,0,0,0,0
"1116",1,0,0,0,0,0,0,2,1,2,1
"1117",2,2,2,1,1,3,0,1,6,2,-4
"1118",0,0,0,0,0,0,0,0,0,0,0
"1119",0,1,0,0,1,0,1,1,0,1,1
"1120",0,0,0,0,0,0,0,0,0,0,0
"1121",0,0,0,0,1,0,0,0,0,2,2
"1122",1,1,0,0,1,0,1,1,1,1,0
"1123",0,0,0,0,0,0,0,0,0,0,0
"1124",1,0,0,2,0,2,0,0,3,1,-2
"1125",0,0,0,0,0,0,0,0,0,0,0
"1126",0,0,0,0,0,0,0,0,0,0,0
"1127",0,0,0,0,0,0,0,0,0,0,0
"1128",1,1,0,0,1,0,1,1,0,1,1
"1129",0,0,0,0,0,0,0,0,0,0,0
"1130",0,0,0,0,0,0,0,0,0,0,0
"1131",0,0,0,0,0,0,0,0,0,0,0
"1132",0,1,0,0,0,0,0,0,0,0,0
"1133",1,2,0,0,4,0,1,3,1,6,5
"1134",0,1,0,1,1,0,1,0,0,1,1
"1135",0,1,0,0,1,0,1,1,0,1,1
"1136",0,0,0,0,0,0,0,1,0,1,1
"1137",0,0,0,0,0,0,0,0,0,0,0
"1138",0,0,0,0,0,0,0,1,0,0,0
"1139",0,0,0,0,0,0,0,0,0,0,0
"1140",0,0,0,0,0,0,0,0,1,0,-1
"1141",0,0,0,0,0,0,0,0,0,1,1
"1142",0,0,0,0,0,0,0,0,0,0,0
"1143",0,1,0,0,1,0,0,1,0,1,1
"1144",0,1,0,0,0,0,0,1,0,1,1
"1145",0,1,2,1,0,0,0,0,3,0,-3
"1146",1,2,0,1,0,0,0,0,1,0,-1
"1147",0,1,0,0,0,0,0,1,0,1,1
"1148",0,1,0,0,1,0,1,0,0,1,1
"1149",1,0,0,1,0,2,0,0,2,0,-2
"1150",0,1,0,1,2,0,0,1,0,2,2
"1151",1,1,0,0,1,0,1,1,0,1,1
"1152",1,1,1,1,0,1,0,0,1,1,0
"1153",1,0,1,0,0,1,0,1,1,3,2
"1154",1,1,0,2,0,1,0,1,1,1,0
"1155",1,0,1,0,0,1,0,0,1,0,-1
"1156",0,1,0,1,0,0,0,0,0,0,0
"1157",0,1,0,0,2,0,0,1,0,2,2
"1158",1,4,0,0,3,0,3,4,0,5,5
"1159",0,0,0,0,0,0,0,0,0,0,0
"1160",0,0,0,0,1,0,0,0,0,1,1
"1161",1,3,0,1,3,1,2,3,1,4,3
"1162",0,1,0,2,0,0,1,2,2,3,1
"1163",0,0,0,0,1,0,0,0,0,1,1
"1164",0,0,0,1,0,0,0,0,0,0,0
"1165",0,0,0,0,0,0,0,0,0,0,0
"1166",0,1,0,0,2,0,0,1,0,2,2
"1167",0,0,0,0,0,0,0,0,0,0,0
"1168",0,2,0,0,2,0,1,0,0,2,2
"1169",0,1,0,0,2,0,0,1,1,2,1
"1170",0,1,0,0,1,0,1,1,0,1,1
"1171",0,0,0,0,0,0,0,0,0,0,0
"1172",0,1,0,0,0,0,0,0,0,0,0
"1173",0,0,0,0,1,0,0,0,0,1,1
"1174",0,0,0,0,0,0,0,1,1,0,-1
"1175",0,2,0,1,0,0,1,1,0,1,1
"1176",0,1,0,1,0,0,0,1,0,1,1
"1177",0,1,0,0,1,0,0,1,0,1,1
"1178",0,1,0,0,1,0,1,1,0,1,1
"1179",0,1,1,1,0,0,0,2,1,2,1
"1180",0,0,0,0,0,0,0,0,0,0,0
"1181",0,0,0,0,0,0,0,1,0,1,1
"1182",0,1,0,0,1,0,1,1,0,1,1
"1183",0,1,0,0,1,0,1,1,0,1,1
"1184",0,0,0,0,1,0,0,0,0,1,1
"1185",0,1,0,0,1,0,0,1,0,1,1
"1186",0,0,0,0,0,0,0,0,0,0,0
"1187",0,0,0,0,0,0,0,0,0,0,0
"1188",0,1,0,1,0,0,0,0,0,0,0
"1189",1,0,1,1,0,1,1,0,3,2,-1
"1190",0,2,0,1,1,0,0,1,0,2,2
"1191",0,1,0,0,1,0,0,1,0,1,1
"1192",0,1,0,1,1,0,0,0,0,1,1
"1193",1,1,0,2,1,3,0,0,3,1,-2
"1194",0,1,0,0,0,0,0,1,0,1,1
"1195",1,0,1,0,2,0,1,1,1,3,2
"1196",0,0,0,0,0,0,0,0,0,0,0
"1197",0,0,0,0,1,0,0,0,0,1,1
"1198",0,0,0,0,0,0,0,0,0,0,0
"1199",0,1,0,0,1,0,1,1,0,1,1
"1200",0,0,0,0,0,0,0,0,0,0,0
"1201",0,0,0,0,0,0,0,0,0,0,0
"1202",0,0,0,0,1,0,0,0,0,1,1
"1203",0,0,0,0,0,0,0,0,0,0,0
"1204",0,1,0,0,1,0,1,1,0,1,1
"1205",0,1,0,0,0,0,0,0,0,0,0
"1206",1,1,0,0,1,0,1,1,0,1,1
"1207",0,0,0,0,0,0,0,0,0,0,0
"1208",0,1,0,1,1,0,0,1,0,2,2
"1209",0,0,0,0,0,0,0,0,0,0,0
"1210",1,1,0,0,1,0,1,1,0,1,1
"1211",0,0,0,0,0,0,0,0,0,0,0
"1212",0,1,0,0,1,0,0,2,0,2,2
"1213",0,0,0,0,0,0,0,0,0,0,0
"1214",0,0,0,0,0,0,0,0,0,0,0
"1215",0,3,0,1,1,0,0,2,0,3,3
"1216",0,1,0,0,1,0,0,1,0,1,1
"1217",0,0,0,0,0,0,0,0,0,0,0
"1218",0,0,0,0,1,0,0,1,0,1,1
"1219",0,2,0,0,2,0,1,1,0,2,2
"1220",0,0,0,1,0,1,0,0,1,0,-1
"1221",0,0,0,0,1,0,0,1,0,1,1
"1222",0,2,0,1,1,0,1,1,1,1,0
"1223",0,0,0,0,0,0,0,0,0,0,0
"1224",0,0,0,0,0,0,0,0,0,0,0
"1225",2,2,1,1,0,1,0,0,4,1,-3
"1226",0,0,1,0,1,1,1,2,0,5,5
"1227",0,0,0,0,1,0,0,0,0,1,1
"1228",0,1,0,0,1,0,1,1,0,1,1
"1229",1,1,0,1,1,0,0,0,1,1,0
"1230",0,0,0,0,0,0,0,0,0,1,1
"1231",0,0,0,0,1,1,0,0,0,2,2
"1232",0,0,0,0,0,0,0,0,0,0,0
"1233",0,0,0,0,0,0,0,0,1,0,-1
"1234",1,1,1,0,1,1,0,1,1,2,1
"1235",0,0,0,0,0,0,1,0,0,0,0
"1236",0,0,0,0,0,0,0,0,0,0,0
"1237",0,0,0,0,0,0,0,0,0,0,0
"1238",0,1,0,0,1,0,1,1,0,1,1
"1239",1,1,0,0,1,0,1,1,1,1,0
"1240",0,0,0,0,0,0,0,0,0,0,0
"1241",0,1,0,0,1,0,1,2,0,2,2
"1242",1,1,0,1,1,0,0,2,1,2,1
"1243",1,3,0,1,2,0,2,2,1,2,1
"1244",1,1,0,0,1,0,1,1,0,1,1
"1245",0,0,0,0,0,0,0,0,0,0,0
"1246",1,0,1,1,0,1,0,1,1,1,0
"1247",0,0,0,0,1,0,0,0,0,1,1
"1248",0,1,0,1,2,0,0,1,0,2,2
"1249",1,0,0,0,0,0,0,0,1,0,-1
"1250",0,4,0,1,2,0,1,2,0,2,2
"1251",0,0,0,0,1,0,0,0,0,2,2
"1252",1,4,0,1,3,1,2,3,1,3,2
"1253",0,0,0,0,0,0,0,0,0,0,0
"1254",1,1,0,0,1,0,1,1,1,1,0
"1255",0,0,0,0,0,0,0,0,0,0,0
"1256",0,0,0,0,0,0,0,0,0,0,0
"1257",0,1,0,2,0,1,0,0,2,0,-2
"1258",0,0,0,0,0,0,0,0,0,0,0
"1259",0,0,0,0,0,0,0,0,0,0,0
"1260",0,0,0,0,0,0,0,0,0,0,0
"1261",0,0,1,0,0,0,0,0,1,0,-1
"1262",0,0,0,0,1,0,0,1,0,1,1
"1263",1,3,0,0,2,1,1,2,2,5,3
"1264",0,0,0,0,0,0,0,0,0,0,0
"1265",0,0,0,0,0,0,0,0,0,0,0
"1266",0,0,1,0,0,0,0,0,0,0,0
"1267",0,1,0,1,0,0,0,0,0,1,1
"1268",1,1,0,0,2,0,1,1,1,2,1
"1269",0,0,0,0,0,0,0,0,0,2,2
"1270",0,1,0,1,0,0,0,1,1,1,0
"1271",0,1,0,0,0,0,0,0,0,0,0
"1272",0,2,0,1,0,0,0,1,1,0,-1
"1273",0,0,0,0,1,0,0,0,0,1,1
"1274",0,1,0,1,2,0,0,1,0,2,2
"1275",0,1,0,1,4,1,1,3,1,6,5
"1276",0,0,0,0,1,0,0,0,0,1,1
"1277",0,0,0,0,0,0,0,0,0,0,0
"1278",0,0,0,0,0,1,0,0,1,1,0
"1279",0,0,0,0,0,0,0,0,0,0,0
"1280",1,0,0,1,1,0,0,0,1,1,0
"1281",1,0,1,0,0,0,0,0,1,0,-1
"1282",0,0,0,0,0,0,0,1,0,1,1
"1283",0,1,1,1,0,0,0,1,1,0,-1
"1284",0,1,0,0,2,0,1,0,0,2,2
"1285",0,0,0,0,0,0,0,0,0,0,0
"1286",0,0,0,0,1,0,0,1,0,1,1
"1287",0,0,0,0,0,0,0,0,0,0,0
"1288",0,1,0,0,1,0,1,1,0,2,2
"1289",0,0,0,0,0,0,0,0,0,0,0
"1290",0,0,0,0,0,0,0,0,0,0,0
"1291",0,1,0,1,0,0,0,0,0,0,0
"1292",0,0,0,0,0,0,0,0,0,1,1
"1293",0,0,0,0,0,0,0,0,0,0,0
"1294",0,2,0,0,1,0,0,0,0,1,1
"1295",1,0,1,0,0,1,0,1,2,3,1
"1296",0,0,0,0,0,0,0,0,0,0,0
"1297",0,3,0,0,2,0,1,2,1,5,4
"1298",0,0,0,0,0,0,0,0,0,0,0
"1299",0,0,0,0,0,0,0,0,0,0,0
"1300",0,0,0,0,0,0,0,0,0,0,0
"1301",0,0,1,0,0,0,0,0,0,0,0
"1302",0,0,0,0,0,0,0,0,0,1,1
"1303",0,2,0,1,1,0,0,1,0,1,1
"1304",0,0,0,0,0,0,0,1,0,2,2
"1305",0,0,0,0,0,0,0,0,0,1,1
"1306",0,0,0,0,0,0,0,0,0,0,0
"1307",0,0,0,0,0,0,0,0,0,0,0
"1308",1,1,1,2,0,2,0,0,2,0,-2
"1309",0,1,0,0,1,0,1,0,0,1,1
"1310",1,1,0,1,2,0,0,1,1,4,3
"1311",0,0,0,0,0,0,0,0,0,0,0
"1312",0,1,0,1,1,0,0,1,0,2,2
"1313",0,0,0,0,0,0,0,0,0,0,0
"1314",0,1,0,0,1,0,1,1,0,1,1
"1315",0,1,0,0,1,0,0,1,0,1,1
"1316",0,0,1,0,0,0,0,0,0,0,0
"1317",0,0,0,0,0,0,0,0,0,0,0
"1318",0,0,0,0,0,0,0,0,0,0,0
"1319",0,0,0,0,1,0,0,0,0,1,1
"1320",0,0,0,0,0,0,0,0,0,0,0
"1321",0,0,0,0,1,0,0,0,0,1,1
"1322",0,2,0,0,2,0,1,2,1,3,2
"1323",2,1,1,1,1,1,1,1,2,1,-1
"1324",0,0,0,0,0,0,0,0,0,0,0
"1325",0,0,0,0,0,0,0,0,0,0,0
"1326",1,2,1,1,1,0,1,5,1,6,5
"1327",0,1,0,0,1,0,1,1,0,1,1
"1328",0,0,0,0,1,0,0,0,0,1,1
"1329",0,0,0,0,1,0,0,0,0,1,1
"1330",0,1,0,0,1,0,1,1,0,1,1
"1331",3,1,3,1,1,4,1,1,4,1,-3
"1332",0,0,0,0,0,0,0,0,0,0,0
"1333",0,0,0,0,0,0,0,0,0,0,0
"1334",0,0,1,0,0,0,0,0,0,0,0
"1335",0,0,0,0,0,0,0,0,0,0,0
"1336",0,0,0,0,0,0,0,0,0,0,0
"1337",0,0,0,0,0,0,0,0,0,0,0
"1338",0,1,0,0,1,0,1,1,0,1,1
"1339",0,2,0,0,2,0,1,2,0,2,2
"1340",0,1,0,0,1,0,0,1,0,1,1
"1341",0,0,0,0,0,0,0,0,0,0,0
"1342",0,0,0,0,1,0,0,0,0,1,1
"1343",0,0,0,0,0,0,0,0,0,0,0
"1344",0,1,0,0,1,0,1,1,0,1,1
"1345",0,0,0,0,0,0,0,0,0,0,0
"1346",0,0,0,0,1,0,0,0,0,1,1
"1347",0,3,0,1,2,1,2,2,1,2,1
"1348",0,0,0,0,0,0,0,0,0,0,0
"1349",0,0,0,0,0,0,0,0,0,0,0
"1350",0,0,0,0,0,0,0,0,0,0,0
"1351",0,1,2,1,0,1,0,0,2,0,-2
"1352",0,1,0,1,0,0,0,0,0,0,0
"1353",0,0,0,1,1,0,0,0,1,1,0
"1354",0,0,0,0,0,0,0,0,0,0,0
"1355",1,0,0,0,0,0,0,0,1,0,-1
"1356",1,2,0,1,2,0,0,1,1,3,2
"1357",0,1,0,0,1,0,1,2,0,3,3
"1358",1,0,1,0,0,1,0,1,1,1,0
"1359",1,2,2,1,1,1,1,1,3,1,-2
"1360",0,1,0,0,1,0,1,1,1,2,1
"1361",1,1,1,1,1,1,0,1,1,1,0
"1362",0,0,0,0,0,0,0,0,0,1,1
"1363",0,0,1,0,0,0,0,0,0,0,0
"1364",0,0,0,0,1,0,0,0,0,1,1
"1365",0,2,0,1,1,0,0,1,0,1,1
"1366",1,1,0,0,1,0,1,1,1,1,0
"1367",0,0,0,0,1,0,0,0,0,1,1
"1368",1,1,0,0,3,0,1,1,1,4,3
"1369",0,1,0,1,0,0,0,0,0,0,0
"1370",0,1,0,0,1,0,0,1,0,1,1
"1371",0,0,0,0,0,0,1,0,0,0,0
"1372",0,1,0,1,0,0,0,0,0,1,1
"1373",0,1,0,0,1,1,0,1,0,1,1
"1374",0,1,0,0,1,0,1,1,0,1,1
"1375",0,0,0,0,0,0,0,0,0,0,0
"1376",0,1,0,0,1,0,0,0,0,1,1
"1377",0,0,0,0,0,0,0,0,0,0,0
"1378",0,1,0,0,1,0,1,1,0,1,1
"1379",0,0,0,0,0,0,0,0,0,0,0
"1380",0,1,0,0,0,0,0,1,0,1,1
"1381",1,0,0,0,0,0,0,0,1,0,-1
"1382",0,0,0,0,0,0,0,0,0,0,0
"1383",0,0,1,0,0,0,0,0,0,0,0
"1384",0,0,0,0,0,0,0,0,0,0,0
"1385",0,0,0,0,0,0,0,0,0,0,0
"1386",0,0,0,0,1,0,0,0,0,1,1
"1387",0,0,0,0,0,0,0,0,0,0,0
"1388",1,1,0,0,1,0,1,1,0,1,1
"1389",0,1,2,1,0,1,0,1,2,1,-1
"1390",0,0,0,0,0,0,0,0,0,0,0
"1391",0,0,0,0,0,0,0,0,0,0,0
"1392",1,0,1,1,1,1,0,0,1,1,0
"1393",0,0,0,0,1,0,0,1,0,1,1
"1394",0,0,0,0,0,0,0,0,0,0,0
"1395",0,0,0,0,0,1,0,0,1,1,0
"1396",0,1,0,1,0,0,0,0,0,0,0
"1397",0,1,0,0,1,0,1,1,0,1,1
"1398",0,0,0,1,0,0,0,0,1,0,-1
